id,driver_id,load_id,bid_id,driver_rating,completion_rate,acceptance_rate,total_jobs,load_weight,distance_km,pickup_lat,pickup_lng,drop_lat,drop_lng,urgency,driver_to_pickup_distance,past_route_success,bid_price,price_deviation,response_time,load_type,driver_score,price_per_km,outcome,label,created_at
bf566118-3bcb-44b5-bd13-3909dd35fd66,95287909-52d5-4d8f-a4f6-2f857d6b1bdf,73db0654-a65d-415b-b66c-cae8b9871655,cbf75abd-3fb3-47e0-8666-92996aadd5bc,4.34,0.66,0.66,1003,4.39,1500.33,43.171016,-79.899004,50.075362,-96.855818,3,95.99,0.57,3574.96,-0.23,52.28,reefer,0.4382,2.3812,accepted,1,2025-10-10T09:04:56
a20d5408-0eb8-421f-beb1-594c6f6dcbaf,0b89b4d8-ef6d-472f-8c85-e978bf988044,320c77cd-d245-4639-b811-eed4b13e9c10,7c507478-2a8d-4779-9488-7dae89fcb69b,4.45,0.6,0.66,78,5.46,760.56,52.258257,-107.765346,50.044209,-97.436107,2,12.65,0.41,2437.02,0.27,149.16,reefer,0.4001,3.2,completed,1,2025-08-12T09:04:56
210e4546-0bd7-4d6d-ae2d-84fa0634680b,f71d42ca-7ea9-4925-8ff4-557a55217ac7,64ae1ca8-1681-44ca-abd0-761485f7aea8,3af59af3-d0f5-4cc3-a56d-13c7a81da0a6,3.81,0.46,0.56,46,12.23,1793.59,45.832584,-72.870776,50.027154,-96.230157,1,7.51,0.28,3670.22,-0.2,284.4,flatbed,0.2528,2.0452,cancelled,0,2025-05-18T09:04:56
19486edc-7aa4-4d04-af38-824c578d0ea0,4b7bba9e-4f1a-4a84-8f15-876b22679250,e9409af9-b654-4631-90aa-f99c6f55c0e4,c6acbeb7-b7e7-4099-9ef1-4aced66cc94f,4.88,0.72,0.66,130,6.76,2853.44,50.542148,-113.42706,45.60749,-75.285192,3,105.18,0.58,8099.74,0.18,31.37,dry_van,0.4812,2.8376,completed,1,2025-12-14T09:04:56
2b7b671e-4192-4035-bc73-c6d9915b459e,cc521d3e-be5a-4f22-bb52-ef0f993c0554,c5f731f8-ac36-4a0f-b67c-02f03ae81c1b,3ba00d2a-d0da-4728-96f9-4043f5ba4830,4.35,0.45,0.44,64,12.22,3250.3,44.982004,-62.776297,52.259905,-106.350277,1,180.0,0.5,11588.41,0.17,216.07,reefer,0.1978,3.5642,completed,1,2025-10-13T09:04:56
95835250-1a67-4ae1-82ce-1bba464637d0,80580e9f-32f0-4e28-859d-542a14263101,a603a9e7-6284-4193-b848-0394608d64ca,492d2845-8988-4cc6-b328-26a85775aa3b,4.23,0.7,0.5,195,14.63,3758.74,51.052051,-114.29811,44.993208,-63.518238,2,180.0,0.75,10043.68,0.01,117.01,dry_van,0.3515,2.6714,accepted,1,2025-06-29T09:04:56
500593ed-8eee-46ed-92c2-f10963df3925,37a00669-75fa-4d0c-b1ab-905401edb308,8db6dff7-596c-4838-81cb-d1a3516e0d6b,45a239e7-0f52-450d-a9de-e002a03f60c3,4.05,0.64,0.45,303,11.23,436.8,52.289127,-107.473966,53.647559,-113.596774,1,6.56,0.26,945.49,-0.24,276.31,flatbed,0.286,2.1596,completed,1,2025-05-31T09:04:56
c5762c5b-ffb4-40a9-8d12-bff72dcc9f5c,9d38743b-ac82-416e-868f-d5eae1bfdf84,9e56d485-8c0f-4b6e-a2d0-6be5b45c48b3,6e1d4e00-b930-4d9f-b383-46f57d41b212,4.24,0.51,0.45,74,8.77,1435.14,44.04987,-80.426411,50.104783,-97.230839,1,110.48,0.49,2470.24,-0.21,143.14,flatbed,0.2282,1.7201,completed,1,2025-08-23T09:04:56
ef5a6d19-eb9f-4591-8941-8b871f520db4,83a2a989-8d5a-4764-8fb1-fcd756f1fd76,a8da53a5-7a18-47e0-8ee7-91d44b5b2c34,18375970-5e26-4a48-9e7c-335625be8197,3.57,0.55,0.39,298,17.2,2633.01,50.227748,-97.455697,44.334355,-63.304644,3,180.0,0.23,8379.86,-0.01,157.45,reefer,0.2164,3.1814,cancelled,0,2025-04-22T09:04:56
3bb69957-3993-4c33-a795-6d304ba1e53b,abf98c05-d302-407e-9005-6b88e6e7533a,0fa5f1eb-7ccc-4543-aa59-51faabeb7e1e,48ddd90d-f224-4c6b-8547-68e71e9f430e,4.69,0.55,0.6,59,8.18,85.15,53.52668,-112.615921,53.756469,-113.848151,1,2.48,0.61,200.0,-0.08,387.87,dry_van,0.3324,2.3215,completed,1,2026-02-01T09:04:56
cf35ac48-c392-4dd3-8189-be57c9c896cc,02ea6255-ca0a-4e8a-bdf1-c75afe469ced,8ba55e84-36b0-42f3-bcde-572c6f92b40c,4956fddd-6b56-4b32-bfc7-746ed559585e,4.75,0.73,0.51,104,12.95,3686.55,49.653149,-124.088007,45.08756,-74.688878,1,180.0,0.75,7953.11,-0.24,91.8,reefer,0.3685,2.1567,accepted,1,2026-01-03T09:04:56
1e251f43-621d-4be4-a7eb-5481299daf79,1e691722-809d-4261-954f-d6c41e61b9ca,bdfa5655-15e3-42f4-90c9-b6c76f148a16,0389d51e-4a8e-435d-985c-aa85d351bc30,4.52,0.54,0.55,72,6.68,1186.68,49.868744,-97.421027,50.673975,-114.106374,1,26.0,0.58,3499.33,0.13,138.41,flatbed,0.2954,2.9464,accepted,1,2025-09-13T09:04:56
25f55167-b8e7-470e-9068-04a4d563ec3e,85919dc5-fec6-4811-afb7-3cfcdec38a32,7328c0e7-b7c1-4430-ac58-adeda2e2d38b,1f68140e-31f9-4432-95e3-b77fbcb77039,4.48,0.57,0.62,131,13.22,2653.93,46.881132,-70.329588,52.044678,-106.599911,1,119.85,0.51,5033.4,-0.19,89.76,dry_van,0.359,1.8959,completed,1,2025-08-18T09:04:56
310f3e5c-7aae-4294-ada3-75d2874a6570,3aad188e-f838-4b89-abf4-8708699b3d91,584cb434-4e84-4033-ad3b-1cb6059b490b,95aec098-ad6f-4c86-9e46-e49968a29d92,4.04,0.65,0.4,173,7.11,1943.81,45.084059,-72.729582,50.083719,-97.708885,1,57.5,0.43,3789.74,0.01,114.4,dry_van,0.2576,1.9486,completed,1,2025-08-28T09:04:56
63050b68-6f56-4f42-869b-ddaf151db74c,cba6abee-3ff9-4ae2-bbe4-39523f67cf19,7f814db6-608b-4cc6-b730-7849c35b5f32,3412f50d-dba4-4100-bec0-323957116e90,3.94,0.55,0.41,133,11.12,1153.32,50.523408,-97.179379,51.242919,-113.6144,2,71.58,0.54,2550.76,-0.14,146.72,dry_van,0.2289,2.2098,rejected,0,2026-03-26T09:04:56
a2cca111-9aba-4b5d-91ed-d93e227c1234,836e2eed-09b9-46b0-b870-8b69fdbfc806,52778278-064f-42d3-a176-1c5eb92be436,dd34696d-c1fa-41cc-9780-97a70a0d1af7,4.32,0.65,0.49,71,15.61,662.74,46.06532,-71.247421,43.294864,-78.674577,3,35.19,0.61,1655.91,-0.09,155.51,dry_van,0.3139,2.4948,completed,1,2026-01-09T09:04:56
c7d29a31-fc12-4957-8950-0e7327da5da9,0c6d02fb-82a1-4f88-8220-8197511ddcbb,7a09a206-a0f1-4ce0-9263-ed0775c731f0,b3f9f116-a48d-420d-a738-1ef8088e931f,3.34,0.47,0.35,180,2.98,2641.35,52.753532,-106.889105,46.901467,-70.764846,1,66.29,0.11,5090.65,-0.13,170.35,dry_van,0.166,1.9266,rejected,0,2025-11-02T09:04:56
1b7634a4-0540-4181-b0e8-d22a4d06a7cf,14382cd4-355f-41cd-89f6-d67c1be325bf,2b83cc09-2991-431b-9231-db2e8d4ef976,d554f04c-8ab2-4256-b65b-cc35d84048af,3.74,0.45,0.38,104,12.52,1139.03,50.264138,-97.411672,53.681846,-113.131512,2,37.7,0.76,2669.25,0.0,195.65,dry_van,0.1693,2.3414,completed,1,2025-06-29T09:04:56
e20d4c9a-00be-4275-abd5-4240f8f0d982,c8af358c-1513-4459-8361-36921acce1ab,83bde254-879e-4d9a-80e6-bb21f44670b3,ff9f7d69-f599-473b-a303-f6cf61bfd071,4.48,0.52,0.56,56,8.48,498.48,53.133875,-113.867944,51.545389,-107.002785,3,51.91,0.64,1630.42,-0.03,180.56,flatbed,0.2909,3.2642,accepted,1,2025-05-30T09:04:56
30e789a4-9854-4578-a8cc-7948360723d0,726046a7-30f7-4a95-a28e-6208636ab991,332cb082-486a-414a-ae4e-2e7efc90ad56,ae64301c-573c-4c1b-8659-2367907cc1eb,3.83,0.49,0.51,57,1.57,368.85,43.488601,-79.087429,44.945951,-74.92876,2,24.83,0.22,972.61,-0.03,247.6,dry_van,0.2493,2.6297,rejected,0,2025-04-29T09:04:56
43b35b8f-0fde-4b1d-ab09-a157d894bba8,0b164072-19fc-4eb5-b80f-c428488add11,de024167-c80d-4c8e-b62c-e4017b2ccb14,23a15301-2218-4b37-b50e-a137a66ce889,4.17,0.52,0.45,195,7.41,1511.32,43.417836,-79.74351,50.05099,-97.130583,2,41.98,0.26,4051.23,0.18,203.12,dry_van,0.2384,2.6788,completed,1,2025-09-26T09:04:56
4a980694-2ea6-48d7-9927-6b37e712dca5,0674dd99-06d0-4b7d-b4be-e6c1bd453bea,2df87fac-f521-4e8a-86e7-1009304ec4fc,3a6ec6d7-edb7-4b65-b69f-428c9476f288,3.82,0.48,0.55,135,2.41,1754.81,50.303375,-96.262955,45.495427,-73.731551,2,139.67,0.55,2722.6,-0.28,255.12,dry_van,0.2637,1.5506,cancelled,0,2026-01-06T09:04:56
7d177a87-23d2-484d-8e73-6b4dd1a0d82c,b0d3ea9d-ec9f-4803-b8f7-0ef1429e8a7b,5ffeaaf5-3455-4ac4-a42f-635ca5688578,9d4e4559-7490-4afe-a878-bd4426737976,4.37,0.59,0.45,82,30.0,51.32,47.062736,-70.963655,46.687562,-70.570369,1,1.0,0.45,200.0,-0.27,97.36,flatbed,0.2614,3.8226,cancelled,0,2025-07-02T09:04:56
b9e38650-2f37-4f50-9b1b-15f2085b8003,b175e118-80d8-4557-9132-28e6daa7052c,a95166df-7ae1-4d12-8d1f-d91a5b80ef10,0c61f353-ee98-4737-9535-6a71da0ee3ea,3.56,0.54,0.43,61,24.68,745.5,43.462477,-79.394139,46.930675,-71.243361,2,19.37,0.49,1758.63,-0.13,221.72,dry_van,0.2313,2.3558,rejected,0,2026-01-22T09:04:56
f16daade-66e8-47a4-922b-ab4464a6f88e,d3b98a5a-aeae-46db-b85d-7182f2f56533,ebf3aabc-bea3-44ec-b6a5-523e98059d64,fc835a51-4a9e-4912-8ff3-8818891ea8d9,3.35,0.45,0.35,46,4.04,1680.05,45.51111,-75.15672,50.478016,-96.580496,3,46.19,0.32,4458.77,0.1,131.49,dry_van,0.1575,2.6524,rejected,0,2025-12-18T09:04:56
72ac9731-67d0-447d-91c1-d2668f53bd05,a58e57bb-7320-4943-ac49-a0f06600d8ec,5d10b287-2d28-40b4-adbf-30375d5fc057,95b2d593-3532-4413-b6ac-0a88141eeff3,4.18,0.67,0.41,74,27.0,3015.01,47.182675,-72.173133,53.502737,-114.171377,3,119.03,0.61,8478.58,-0.05,90.39,reefer,0.2761,2.8112,cancelled,0,2026-03-22T09:04:56
aadbae8f-0618-4978-9804-4ffe3adb60d5,61152d08-0f20-432e-b988-58c5b61b4652,1fffed45-dd1d-409e-9620-22b1f7c1a8f8,235a4645-d920-4a0f-af35-640a863f426d,4.47,0.59,0.44,131,18.93,2289.0,52.195395,-107.404439,43.786269,-79.047378,2,85.98,0.59,7580.95,-0.03,117.59,reefer,0.262,3.3105,rejected,0,2025-10-31T09:04:56
e3377f28-0799-4a32-ad5f-0d1b39ee5708,10178f83-e18a-4619-9b78-c772076c4cef,f014cad2-c97d-4034-82e8-18f5d1a1a535,efdb2f77-84b6-4cbc-b63f-6d0298b12d6f,3.58,0.51,0.44,338,25.44,305.92,47.124181,-71.164188,45.856361,-74.71131,3,34.52,0.33,980.04,0.11,222.55,flatbed,0.2263,3.1931,accepted,1,2026-03-10T09:04:56
461a9e96-d90a-469f-b412-29461aa4da50,393e2a2a-1d55-4015-b6fb-a15845ef8ffd,e3ae1977-ac16-4119-8691-582987a7170b,c91227bd-8ba1-4970-9d70-f88d208f2452,4.85,0.65,0.61,110,3.62,2675.3,44.562397,-79.740904,53.308902,-114.330485,1,106.64,0.75,6722.05,0.09,61.2,dry_van,0.3953,2.5117,cancelled,0,2025-09-22T09:04:56
92235a46-69ea-43f9-bdd5-8d22917d71f6,3a13c937-ebf2-40a9-8fb3-b15d24397121,445e0dd9-5a62-4edb-ba03-cc47edeee453,f5e637b8-40dc-4c87-b24a-951966c0a1fb,4.8,0.59,0.64,72,7.39,329.49,45.325207,-74.426852,46.581536,-70.566093,1,6.04,0.81,703.94,-0.1,150.46,dry_van,0.3805,2.13,completed,1,2025-04-16T09:04:56
fac5d6aa-c30a-430c-a9a2-f4c65f09d890,7367c5fc-cccc-46e3-ad50-220e3a622dd1,37e81446-08b2-434d-a7d8-031bbcd97eeb,9ffd9d93-ecca-4995-9913-b57de09db66b,4.05,0.45,0.42,61,19.31,279.05,45.287224,-73.780536,46.913953,-71.024049,2,7.6,0.45,697.78,-0.17,306.62,flatbed,0.1892,2.4916,completed,1,2025-04-26T09:04:56
0aba50ac-eb71-4885-98d4-414689055074,90ceb44f-ae5a-40f2-86b7-f0a6fb21e3de,4ac30dc2-0bd2-469f-a931-102c24a77470,fa643ae7-9f95-4a23-9993-4eced36882d5,4.01,0.54,0.54,56,17.24,3346.28,43.773297,-79.591261,49.474073,-123.267131,1,66.82,0.39,7080.5,-0.13,191.69,dry_van,0.2892,2.1153,accepted,1,2025-11-04T09:04:56
a3311df6-2456-41ef-907b-6b4d5838dac6,33a02695-fc24-4735-8d03-14b732237325,79ce3ed5-d199-4667-bc86-6fe86a89ae37,4a18c352-8caf-48de-a7a6-e404eb3fbf1d,4.35,0.64,0.43,102,23.37,798.23,43.916856,-80.125837,47.337197,-71.090503,2,55.25,0.57,1503.66,-0.16,164.64,dry_van,0.2784,1.8814,cancelled,0,2025-06-27T09:04:56
179d6181-40a7-4137-a497-e87f0c077981,99de03d2-2a24-41b3-943e-fd6bb92e464b,3dabd9bd-b4f3-4461-a1ab-d85afea6243e,dd685b86-84b5-4b8f-b648-a356e4050fe2,4.91,0.5,0.64,41,27.59,81.87,51.089431,-113.210862,51.021687,-114.37726,3,1.0,0.79,280.54,0.09,197.12,dry_van,0.3196,3.3853,completed,1,2025-07-20T09:04:56
f9526323-25cf-4942-8070-dd47aa301154,4943fb61-1f41-4b2e-b89a-cd3d822c89b4,6c41df09-8e5f-4162-b2f4-b8f1b443345a,550b7625-bbee-40de-b903-dd4c9fb9e13d,4.33,0.74,0.44,279,8.51,114.0,48.891895,-123.764939,49.612458,-122.647647,3,1.47,0.42,364.06,0.0,334.01,dry_van,0.3251,3.1657,completed,1,2025-05-24T09:04:56
0930c79d-99b8-4196-a05a-92333067ae65,4c689aea-9966-46bf-97f3-5383dcc092a9,9bfc3586-434a-420f-b2c2-2cf54debd2a8,7863d162-9e83-4e9d-9d12-6f3330f29ecc,3.96,0.6,0.5,170,11.4,1068.76,50.420464,-97.937785,54.233965,-112.414248,3,75.05,0.42,2717.97,0.01,146.42,dry_van,0.2989,2.5407,rejected,0,2026-01-21T09:04:56
4b30bcb1-6b38-4860-ac7f-73d05580bb1e,61632996-67b3-467e-9d98-6ffb1f87b198,20671f32-f1b3-4906-84f4-5cf44cbd7cd1,67fef70c-8949-4781-a180-42b948052334,4.24,0.65,0.53,61,22.98,2922.78,51.113094,-114.656348,45.767609,-75.35438,1,180.0,0.6,5539.08,-0.08,123.74,dry_van,0.3436,1.8945,completed,1,2025-04-11T09:04:56
1b245123-7917-4208-9666-cc9024bc5bc8,c5830c2f-fb47-460d-afe0-f6b65de89acf,bbe80277-797d-4661-ab17-7c34ec029470,900fdb26-e4ab-4083-abde-c5417a7c1b51,4.56,0.66,0.6,88,6.48,219.05,45.962747,-73.731367,46.17878,-76.553871,2,1.0,0.58,480.22,-0.05,234.37,dry_van,0.3976,2.1823,rejected,0,2026-03-15T09:04:56
2907b9c3-202d-4e81-acc4-1bb22f23d35f,b55059ec-7f55-4947-9d04-273666200dc7,295cfa94-0e9c-4ea3-8a16-363bc0fdd75e,0ddebe47-68c7-4dee-adf4-c4accc0506c0,4.75,0.69,0.7,266,6.88,25.0,52.131404,-113.880829,51.95245,-113.84518,1,1.0,0.48,200.0,-0.28,326.24,dry_van,0.4853,7.6923,completed,1,2026-04-06T09:04:56
ee8e5582-633f-4276-9289-e0e8470c0e1a,f633a736-d936-4c2a-ae7b-aca07f728c13,67ca4e0e-3eca-4864-9215-bc0dc24c09f5,b948741d-d9c9-44bb-b8aa-9410046b573b,4.57,0.6,0.58,49,24.84,1642.5,44.882353,-76.60497,49.877452,-97.224602,1,57.25,0.44,3114.68,-0.23,147.7,dry_van,0.3511,1.8952,accepted,1,2026-01-05T09:04:56
2082dec7-e610-4081-8910-3a1f49701737,a615d069-0f73-490f-9a60-5488805fa1ce,f3dc0344-f822-4ba3-bd74-179d06d74172,fc42118d-5faf-4f09-b69c-ead3ba394042,3.98,0.57,0.53,345,8.77,3260.42,51.588396,-106.905463,45.174066,-63.107578,1,176.08,0.5,5599.36,-0.09,186.03,dry_van,0.3004,1.7168,completed,1,2025-09-14T09:04:56
d9f7dd70-1562-456c-9f8d-541577215e6b,a237e1ee-b03d-4a0e-8acb-a861a3af2c33,3147a575-bd85-4e7a-9dfd-ca13f9e7f8f8,0d7425aa-8248-4af5-a84c-3b4bd9430f4c,4.58,0.61,0.49,58,28.0,2489.57,52.104949,-106.593362,45.660087,-73.640769,2,158.12,0.52,6941.9,-0.0,281.31,dry_van,0.3042,2.7873,completed,1,2025-08-19T09:04:56
a37f757c-c4c1-4f8c-968c-844582dc6ae4,f4d1eb95-dcba-4ea0-a7ac-c0dd0f48b7bb,4db6a03e-71d0-4063-a211-1ca36d24a4e0,5219d6e1-4c7a-4ab2-a79c-a6f408064028,4.26,0.59,0.48,51,11.47,757.88,43.86951,-79.30563,46.990979,-70.663306,1,56.31,0.55,1982.94,-0.05,257.28,flatbed,0.2793,2.613,accepted,1,2026-01-09T09:04:56
52c730b5-967f-4127-9050-f0877999bd35,e71d9652-b8bf-4126-8a4d-cecd4b4db875,0b45d2de-029b-4259-b0c0-4a51266e4d44,5adf7ccd-2df6-4768-8838-407e20cd8ac8,3.22,0.49,0.35,266,24.25,404.23,53.409101,-112.616822,51.836764,-107.215266,1,44.33,0.28,760.9,-0.24,126.54,dry_van,0.1699,1.8777,rejected,0,2025-07-11T09:04:56
570d8d80-0a93-4c71-8529-44b87264a950,ef342cd1-3c51-49d8-a4bf-228f7de487fb,3a8263c5-110c-4298-8b82-e0f65b669749,73e36bb6-83fe-45e7-b7ef-b7aac0bb2747,4.17,0.48,0.47,124,17.58,142.43,45.484296,-74.695771,45.40699,-72.873299,1,1.34,0.43,662.39,0.35,240.76,reefer,0.2252,4.6182,completed,1,2026-01-08T09:04:56
124af444-2c4b-497e-8e22-351da1e2a08c,2dfbb382-9cd5-4c94-a430-b753c4230c18,f9ab5b2f-5fea-4fd0-894d-043155f5346c,f70c7ac9-b61c-4837-884c-c62c84f074e5,4.21,0.57,0.49,230,16.12,839.52,44.481006,-64.10826,45.614363,-74.681555,2,49.45,0.52,2341.92,0.08,110.19,dry_van,0.2758,2.7863,completed,1,2026-01-26T09:04:56
9b54b51a-4ff3-4972-a9c1-207c5a8c7e2c,0a281ef6-0f91-4ad7-8a16-c20e4bc03246,d49c86a8-98b7-4316-b1d6-9b315366e287,c3f09940-0c04-42b7-b805-a3bbb53a3a4a,3.88,0.45,0.44,128,6.96,2560.02,46.513854,-71.790065,52.375645,-106.418352,3,86.37,0.55,6761.25,0.02,209.96,flatbed,0.1988,2.6401,accepted,1,2025-05-23T09:04:56
cc85f0ae-b47e-4e58-b5f0-a6a3072bb7ec,6a38c4d4-6d4f-4761-87f6-68256d6d3c61,4aefd601-f4f8-43cd-bb4c-e3d8fbff8479,3e252533-d807-4eee-a552-7e325a4882c5,4.58,0.58,0.46,119,5.55,3823.8,48.809442,-123.91029,44.832113,-73.030289,1,101.46,0.52,10497.11,0.03,20.0,reefer,0.2669,2.7445,rejected,0,2025-06-12T09:04:56
82950a9e-e6dd-475e-bf71-830a254762ca,eba42427-c86b-4d25-a5e8-f945d3fe8bca,d8794525-03d1-48f7-ab89-3542d073b64d,3ed5b49f-19ef-4db5-9a91-36b1375a8358,4.17,0.51,0.54,124,13.78,739.74,52.082971,-106.960764,49.212209,-97.484311,1,47.96,0.45,2216.45,0.06,265.62,flatbed,0.2763,2.9922,completed,1,2026-01-14T09:04:56
42511b7e-f3bc-47d9-8ac5-aa47e8090098,3506e0e6-c47c-4b79-8651-de8185cd5664,025e299c-2cf6-47ce-973b-d88f14e7cb41,a6169a8d-1fba-4646-823e-c5ad985cff94,4.36,0.5,0.47,52,18.71,1972.08,50.162534,-97.428508,46.940487,-70.930945,1,147.44,0.31,5184.92,-0.0,221.45,flatbed,0.2364,2.6278,cancelled,0,2026-03-27T09:04:56
9360561f-d164-4dd7-8850-f092f629b7dc,dfaff37f-6cc0-442c-82db-a50b964c2341,b3171604-cdb8-4230-a775-7d413dc68c43,49355a23-50d2-4dc8-9038-4bc27b83d4aa,3.89,0.56,0.48,179,5.38,473.21,44.169851,-78.787228,46.122674,-73.424154,1,2.16,0.41,1233.76,0.05,164.92,dry_van,0.2661,2.6017,completed,1,2026-01-19T09:04:56
8be15918-50aa-4e9c-bcbd-a1df3fabb16f,3c9beb07-2616-4f32-8eb6-5e76c39323d9,1ba839a0-fb0a-4384-a34d-55acdbf38d6e,e948557b-d708-41d1-a3e7-86e553d88c01,4.37,0.66,0.54,87,9.88,25.0,51.167742,-114.588534,50.994269,-114.737232,2,1.0,0.49,200.0,0.0,169.88,flatbed,0.3585,7.6923,cancelled,0,2025-04-14T09:04:56
f5b9964e-58f2-417f-90a8-3ea933862810,a287a216-c7cd-45aa-9bb5-11ccdee618b7,210fe4bd-2512-4dcb-a20e-e9239a33caf8,8da4d5ce-5a01-41e2-9d9e-ed2114edd337,4.35,0.55,0.36,156,11.9,64.65,50.150828,-113.558024,50.566292,-114.195521,1,11.72,0.44,200.0,-0.17,219.19,dry_van,0.1979,3.0465,completed,1,2025-09-29T09:04:56
b2cb3dd1-6585-44c7-bfd7-608f3328f88e,9d5f9dff-e643-44c1-9e91-0c800807b04a,ac04b3f8-1ebd-4e4d-8fe7-3fba0f212708,f26146a2-2677-43ed-bb71-e3345ce9a150,4.34,0.57,0.57,133,14.1,2880.44,53.748852,-113.708078,45.615342,-75.096847,3,180.0,0.51,6587.58,-0.28,129.26,flatbed,0.3245,2.2862,accepted,1,2025-04-30T09:04:56
609c5f69-c336-4825-be1c-47af0a91c69d,fea6316e-a095-4cde-ac91-46241a91f523,8fb864e4-f602-4370-9a52-1ae3124c65f0,1c9b4200-9ef7-4b87-95ed-8a5b028ca838,3.78,0.45,0.36,216,25.28,3112.0,46.844926,-70.260829,53.465956,-113.444276,2,180.0,0.46,8312.76,0.12,187.3,dry_van,0.1625,2.6703,rejected,0,2026-02-18T09:04:56
